SectionID,X-slope,Y-slope,Latitude,Longitude,Img-filename
998089, +00.532,  -01.148, 34.066466, -118.17033816666667,G0050342.JPG
998089, -00.049,  -00.975, 34.06646533333333, -118.17033866666667,G0050342.JPG
998089, -00.150,  -00.986, 34.06646533333333, -118.17033866666667,G0050342.JPG
998089, -00.679,  -00.929, 34.06646283333333, -118.17033966666666,G0050342.JPG
998089, -00.393,  -01.239, 34.06646283333333, -118.17033966666666,G0050342.JPG
998089, -00.393,  -01.239, 34.066461333333336, -118.17034116666666,G0050342.JPG
998089, +00.157,  +00.148, 34.066461333333336, -118.17034116666666,G0050342.JPG
998089, +00.623,  +00.195, 34.06646083333333, -118.17034183333334,G0050342.JPG
998089, +00.573,  +00.069, 34.06646083333333, -118.17034183333334,G0050342.JPG
998089, +00.676,  -00.187, 34.06645916666667, -118.17034366666667,G0050342.JPG
998089, +00.676,  -00.187, 34.066459, -118.17034466666667,G0050342.JPG
998089, +00.829,  -00.593, 34.066459, -118.17034466666667,G0050342.JPG
998089, +00.829,  -00.593, 34.06645733333333, -118.1703485,G0050342.JPG
998089, +00.990,  -00.647, 34.06645616666667, -118.17034983333333,G0050342.JPG
998089, +00.891,  -00.188, 34.06645616666667, -118.17034983333333,G0050342.JPG
998089, +00.891,  -00.188, 34.06645416666667, -118.17035416666667,G0050342.JPG
998089, +00.962,  -00.486, 34.06645416666667, -118.17035416666667,G0050342.JPG
998089, +00.938,  -00.539, 34.066453, -118.170359,G0050342.JPG
998089, +00.943,  -00.308, 34.066453, -118.170359,G0050342.JPG
998089, +01.066,  -00.351, 34.06645266666666, -118.17036233333333,G0050342.JPG
998089, +01.066,  -00.351, 34.06645266666666, -118.17036233333333,G0050342.JPG
998089, +01.066,  -00.351, 34.066452, -118.17036616666667,G0050342.JPG
998089, +01.133,  -00.480, 34.066452, -118.17036616666667,G0050342.JPG
998089, +01.133,  -00.480, 34.066452, -118.17036616666667,G0050342.JPG
998089, +01.152,  -00.944, 34.066452, -118.1703685,G0050342.JPG
998089, +01.002,  -01.068, 34.066452, -118.1703685,G0050342.JPG
998089, +01.186,  -02.029, 34.066452, -118.1703685,G0050342.JPG
998089, +01.232,  -01.039, 34.066452, -118.17037083333334,G0050342.JPG
998089, +01.174,  -01.043, 34.066452, -118.17037083333334,G0050342.JPG
998089, +00.968,  -00.393, 34.066452, -118.17037166666667,G0050342.JPG
998089, +00.225,  +00.932, 34.066452, -118.17037166666667,G0050342.JPG
998089, +00.225,  +00.932, 34.06645183333333, -118.17037316666666,G0050342.JPG
998089, +00.603,  -00.815, 34.06644816666667, -118.17037466666666,G0050342.JPG
998089, +00.603,  -00.815, 34.06644816666667, -118.17037466666666,G0050342.JPG
998089, +00.800,  -01.204, 34.06644416666666, -118.17037383333333,G0050342.JPG
998089, +01.029,  -01.378, 34.066443, -118.170372,G0050342.JPG
998089, +01.029,  -01.378, 34.066443, -118.170372,G0050342.JPG
998089, +00.816,  -01.490, 34.066443166666666, -118.17036166666666,G0050342.JPG
998089, +00.960,  -01.017, 34.06644283333333, -118.170363,G0050342.JPG
998089, +00.837,  -00.955, 34.06644283333333, -118.170363,G0050342.JPG
998089, +01.097,  -00.959, 34.06644033333333, -118.17036866666666,G0050342.JPG
998089, +01.004,  -00.881, 34.066440166666666, -118.17037033333334,G0050342.JPG
998089, +00.922,  -01.241, 34.066440166666666, -118.17037033333334,G0050342.JPG
998089, +01.147,  -00.946, 34.0664365, -118.17037,G0050344.JPG
998089, +01.163,  -01.142, 34.0664365, -118.17037,G0050344.JPG
998089, +01.371,  -01.057, 34.0664295, -118.17037716666667,G0050346.JPG
998089, +01.371,  -01.057, 34.0664295, -118.17037716666667,G0050346.JPG
998089, +01.376,  -01.185, 34.0664305, -118.1703805,G0050345.JPG
998089, +01.318,  -01.188, 34.0664305, -118.1703805,G0050345.JPG
998089, +01.291,  -01.351, 34.06642983333333, -118.17038266666667,G0050346.JPG
998089, +01.211,  -01.683, 34.06642983333333, -118.17038266666667,G0050346.JPG
998089, +01.260,  -01.606, 34.06642983333333, -118.1703865,G0050346.JPG
998089, +01.266,  -01.152, 34.06642983333333, -118.1703865,G0050346.JPG
998089, +01.074,  -00.726, 34.0664295, -118.17039016666666,G0050346.JPG
998089, +00.904,  -00.813, 34.0664295, -118.17039016666666,G0050346.JPG
998089, +00.904,  -00.813, 34.06642733333333, -118.17039233333334,G0050346.JPG
998089, +01.207,  -01.229, 34.06642733333333, -118.17039233333334,G0050346.JPG
998089, +01.410,  -01.283, 34.06642683333333, -118.17039566666666,G0050346.JPG
998089, +01.631,  -01.682, 34.06642683333333, -118.17039566666666,G0050346.JPG
998089, +01.661,  -01.626, 34.06642816666667, -118.1703955,G0050346.JPG
998089, +01.913,  -01.192, 34.06642816666667, -118.1703955,G0050346.JPG
998089, +01.913,  -01.192, 34.06642683333333, -118.17039916666667,G0050346.JPG
998089, +01.572,  -00.890, 34.06642683333333, -118.17039916666667,G0050346.JPG
998089, +01.588,  -01.137, 34.06642633333333, -118.17040183333333,G0050355.JPG
998089, +01.444,  -01.216, 34.06642633333333, -118.17040183333333,G0050355.JPG
998089, +01.485,  -01.508, 34.066425833333334, -118.1704025,G0050355.JPG
998089, +01.532,  -00.943, 34.066425833333334, -118.1704025,G0050355.JPG
998089, +01.532,  -00.943, 34.06642566666667, -118.17040566666667,G0050355.JPG
998089, +01.640,  -01.216, 34.06642566666667, -118.17040566666667,G0050355.JPG
998089, +01.693,  -01.162, 34.066427166666664, -118.17040966666667,G0050346.JPG
998089, +01.598,  -01.271, 34.066427166666664, -118.17040966666667,G0050346.JPG
998089, +01.510,  -01.778, 34.066426, -118.17041266666666,G0050355.JPG
998089, +01.552,  -02.115, 34.06642566666667, -118.17041366666666,G0050355.JPG
998089, +01.496,  -02.252, 34.06642566666667, -118.17041366666666,G0050355.JPG
998089, +01.196,  -01.983, 34.06642566666667, -118.17041366666666,G0050355.JPG
998089, +01.380,  -01.212, 34.06642383333333, -118.1704205,G0050360.JPG
998089, +01.057,  -01.026, 34.06642383333333, -118.1704205,G0050360.JPG
998089, +01.057,  -01.026, 34.06642383333333, -118.1704205,G0050360.JPG
998089, +01.238,  -01.398, 34.066423666666665, -118.170427,G0050360.JPG
998089, +01.238,  -01.398, 34.066423666666665, -118.170427,G0050360.JPG
998089, +01.459,  -01.430, 34.066423666666665, -118.170427,G0050360.JPG
998089, +01.595,  -01.658, 34.066422333333335, -118.17043283333334,G0050356.JPG
998089, +01.595,  -01.658, 34.066422333333335, -118.17043283333334,G0050356.JPG
998089, +01.609,  -01.436, 34.066422333333335, -118.17043283333334,G0050356.JPG
998089, +01.638,  -01.405, 34.066422333333335, -118.17043283333334,G0050356.JPG
998089, +01.670,  -01.404, 34.066422333333335, -118.17043283333334,G0050356.JPG
998089, +01.604,  -01.304, 34.066419833333335, -118.17044133333333,G0050353.JPG
998089, +01.491,  -01.486, 34.06641916666667, -118.17044216666666,G0050351.JPG
998089, +01.327,  -01.397, 34.06641916666667, -118.17044216666666,G0050351.JPG
998089, +01.450,  -01.379, 34.066418, -118.170445,G0050363.JPG
998089, +01.439,  -01.040, 34.066418, -118.170445,G0050363.JPG
998089, +01.660,  -01.092, 34.0664175, -118.17044883333334,G0050363.JPG
998089, +01.660,  -01.092, 34.0664175, -118.17044883333334,G0050363.JPG
998089, +01.518,  -01.292, 34.066416333333336, -118.17045183333333,G0050364.JPG
998089, +01.420,  -01.094, 34.066416333333336, -118.17045183333333,G0050364.JPG
998089, +01.306,  -01.658, 34.06641583333333, -118.17045533333334,G0050364.JPG
998089, +01.410,  -02.267, 34.06641583333333, -118.17045533333334,G0050364.JPG
998089, +01.223,  -02.473, 34.0664155, -118.17045833333333,G0050365.JPG
998089, +01.223,  -02.473, 34.0664155, -118.17045833333333,G0050365.JPG
998089, +01.392,  -01.553, 34.0664155, -118.17045833333333,G0050365.JPG
998089, +01.734,  -01.525, 34.0664155, -118.17045833333333,G0050365.JPG
998089, +01.734,  -01.525, 34.0664145, -118.17046416666666,G0050366.JPG
998089, +01.597,  -00.949, 34.066409166666666, -118.17046366666666,G0050367.JPG
998089, +01.363,  -01.189, 34.066409166666666, -118.17046366666666,G0050367.JPG
998089, +01.721,  -01.247, 34.066402333333336, -118.17046516666667,G0050367.JPG
998089, +01.721,  -01.247, 34.066402333333336, -118.17046516666667,G0050367.JPG
998089, +01.466,  -01.897, 34.066402333333336, -118.17046516666667,G0050367.JPG
998089, +01.466,  -01.897, 34.066400333333334, -118.1704735,G0050369.JPG
998089, +01.252,  -01.265, 34.0664, -118.170474,G0050369.JPG
998089, +01.162,  -01.581, 34.0664, -118.170474,G0050369.JPG
998089, +01.162,  -01.581, 34.06639666666667, -118.170474,G0050369.JPG
